Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Return,Log Return
2015-07-23,34.592498779296875,34.80350112915039,33.579498291015625,33.73649978637695,33.535377502441406,76232000,GOOGL,0.0,0.0
2015-07-24,33.8385009765625,33.88949966430664,32.65900039672852,32.73849868774414,32.54332733154297,82622000,GOOGL,-0.02958223600409826,-0.030028615670813566
2015-07-27,32.57849884033203,33.35350036621094,32.57749938964844,32.91350173950195,32.717281341552734,58382000,GOOGL,0.005345481887455206,0.005331245510146625
2015-07-28,33.0880012512207,33.20500183105469,32.670501708984375,32.983001708984375,32.78636932373047,34364000,GOOGL,0.0021115945070957487,0.0021093682248672415
2015-07-29,33.112998962402344,33.166500091552734,32.641998291015625,33.07149887084961,32.87433624267578,36756000,GOOGL,0.002683114249153684,0.002679521123858779
2015-07-30,32.87200164794922,33.40250015258789,32.58449935913086,33.22800064086914,33.0299072265625,39606000,GOOGL,0.0047322248873780115,0.00472106311069241
2015-07-31,33.23500061035156,33.25,32.86000061035156,32.875,32.67901611328125,34922000,GOOGL,-0.010623589564849212,-0.010680422765917495
2015-08-03,32.882999420166016,33.333499908447266,32.882999420166016,33.23600006103516,33.03785705566406,31348000,GOOGL,0.010980990449738881,0.010921137141223594
2015-08-04,33.21699905395508,33.400001525878906,33.0255012512207,33.06399917602539,32.86688995361328,26188000,GOOGL,-0.005175137943612573,-0.005188575350317928
2015-08-05,33.287498474121094,33.99549865722656,33.27899932861328,33.66450119018555,33.46380615234375,36448000,GOOGL,0.01816180828469105,0.017998852732028305
2015-08-06,33.699501037597656,33.73749923706055,33.0364990234375,33.50749969482422,33.3077392578125,40660000,GOOGL,-0.004663710728234349,-0.00467461975803363
2015-08-07,33.388999938964844,33.439998626708984,32.94350051879883,33.21950149536133,33.021461486816406,27544000,GOOGL,-0.008595036994281546,-0.008632187350378132
2015-08-10,33.35449981689453,33.58100128173828,33.01150131225586,33.15700149536133,32.95933532714844,34458000,GOOGL,-0.0018814249819109063,-0.001883197084960324
2015-08-11,34.979000091552734,35.20000076293945,34.215999603271484,34.51499938964844,34.309234619140625,109880000,GOOGL,0.04095659538083063,0.04014009364428725
2015-08-12,34.7244987487793,34.79999923706055,34.0255012512207,34.57350158691406,34.36738967895508,58498000,GOOGL,0.0016949789453906128,0.0016935440897159178
2015-08-13,34.459999084472656,34.701499938964844,34.10900115966797,34.32550048828125,34.12086486816406,36354000,GOOGL,-0.007173155371878237,-0.007199006146133053
2015-08-14,34.20199966430664,34.612998962402344,34.14500045776367,34.46849822998047,34.26301193237305,27598000,GOOGL,0.004165933188593707,0.004157279713801446
2015-08-17,34.402000427246094,34.73699951171875,34.15299987792969,34.705501556396484,34.49859619140625,24680000,GOOGL,0.006875940020208748,0.0068524085503630485
2015-08-18,34.55350112915039,34.78799819946289,34.26599884033203,34.436500549316406,34.231204986572266,27710000,GOOGL,-0.007750961519543242,-0.007781156348953842
2015-08-19,34.50550079345703,35.0099983215332,34.34000015258789,34.70199966430664,34.495121002197266,50194000,GOOGL,0.007709816931311453,0.007680248175306225
2015-08-20,34.45500183105469,34.80799865722656,33.763999938964844,33.9739990234375,33.77145767211914,57798000,GOOGL,-0.02097863661781829,-0.021201815053165873
2015-08-21,33.551998138427734,33.644500732421875,32.154998779296875,32.201499938964844,32.009525299072266,91880000,GOOGL,-0.05217222391894072,-0.05358246403182443
2015-08-24,30.030000686645508,31.38400077819824,29.65449905395508,30.905500411987305,30.721254348754883,129788000,GOOGL,-0.04024655775147101,-0.0410788584980979
2015-08-25,32.32350158691406,32.349998474121094,30.583499908447266,30.62350082397461,30.440937042236328,71430000,GOOGL,-0.009124576022180086,-0.009166459942663257
2015-08-26,32.154998779296875,33.124000549316406,31.51849937438965,32.98699951171875,32.79034805297852,87740000,GOOGL,0.07717924548632271,0.07434581467567493
2015-08-27,33.5994987487793,33.69900131225586,32.55500030517578,33.39799880981445,33.19889068603516,58974000,GOOGL,0.012459432630412381,0.01238245265800767
2015-08-28,33.28799819946289,33.349998474121094,32.6875,32.984500885009766,32.787864685058594,38836000,GOOGL,-0.012380919202954588,-0.012458201328119742
2015-08-31,32.71699905395508,33.22050094604492,32.317501068115234,32.39099884033203,32.197898864746094,38936000,GOOGL,-0.01799336138954455,-0.018157210354742378
2015-09-01,31.69050025939941,32.22200012207031,31.25300025939941,31.47800064086914,31.290342330932617,51458000,GOOGL,-0.02818678744559311,-0.02859166114226588
2015-09-02,31.899999618530277,32.25299835205078,31.53199958801269,32.24549865722656,32.05326461791992,37630000,GOOGL,0.02438204462582516,0.024089547491285772
2015-09-03,32.39649963378906,32.5625,31.69050025939941,31.852500915527344,31.66261100769043,34572000,GOOGL,-0.012187677600425162,-0.012262556363852073
2015-09-04,31.48500061035156,31.725000381469727,31.325000762939453,31.447999954223636,31.260520935058597,40478000,GOOGL,-0.01269919000634967,-0.012780513952175561
2015-09-08,32.04999923706055,32.25199890136719,31.645000457763672,32.194000244140625,32.00206756591797,39092000,GOOGL,0.023721708566614153,0.02344472070351933
2015-09-09,32.59400177001953,32.86800003051758,32.04499816894531,32.170501708984375,31.978715896606445,40978000,GOOGL,-0.0007299041740091994,-0.0007301706837530915
2015-09-10,32.19499969482422,32.744998931884766,32.084999084472656,32.55400085449219,32.35992813110352,27850000,GOOGL,0.011920831977597413,0.011850338534055975
2015-09-11,32.510501861572266,32.765499114990234,32.37049865722656,32.76499938964844,32.569671630859375,34892000,GOOGL,0.006481493199541166,0.006460578645542397
2015-09-14,32.78150177001953,32.79600143432617,32.474998474121094,32.62350082397461,32.429012298583984,29942000,GOOGL,-0.004318588991597316,-0.00432794103182739
2015-09-15,32.83549880981445,33.442501068115234,32.66699981689453,33.253501892089844,33.055259704589844,35546000,GOOGL,0.019311264953277396,0.01912716878747155
2015-09-16,33.27750015258789,33.403499603271484,33.11000061035156,33.2760009765625,33.07762145996094,26252000,GOOGL,0.0006765929358558687,0.0006763641500462023
2015-09-17,33.3745002746582,34.0994987487793,33.25,33.583499908447266,33.3832893371582,47752000,GOOGL,0.009240861968400349,0.009198426430408763
2015-09-18,33.25299835205078,33.492000579833984,33.00149917602539,33.04600143432617,32.84899139404297,72544000,GOOGL,-0.016004837958711327,-0.0161342985666769
2015-09-21,33.2755012512207,33.45000076293945,32.900001525878906,33.3489990234375,33.150184631347656,39094000,GOOGL,0.00916896374629439,0.009127183988739702
2015-09-22,32.87350082397461,32.941001892089844,32.25149917602539,32.65999984741211,32.46529006958008,54362000,GOOGL,-0.02066026556122913,-0.020876674751157058
2015-09-23,32.64500045776367,33.013999938964844,32.5364990234375,32.66450119018555,32.46977233886719,29160000,GOOGL,0.00013782433540932004,0.00013781483850819722
2015-09-24,32.44850158691406,32.8385009765625,32.10850143432617,32.74549865722656,32.55028533935547,38692000,GOOGL,0.0024796786753122912,0.002476609345067296
2015-09-25,32.92900085449219,32.92900085449219,31.982999801635746,32.00749969482422,31.81668281555176,48480000,GOOGL,-0.022537417131055837,-0.022795266250194703
2015-09-28,31.95249938964844,32.14250183105469,30.892000198364254,31.212499618530277,31.02642250061035,47646000,GOOGL,-0.02483793123092637,-0.025151597419494062
2015-09-29,31.274999618530277,31.733999252319336,30.901500701904297,31.13050079345703,30.94491577148437,42130000,GOOGL,-0.002627114972379996,-0.0026305718947347116
2015-09-30,31.59149932861328,31.965499877929688,31.457500457763672,31.918500900268555,31.72821617126465,52954000,GOOGL,0.02531279891832461,0.02499773571199122
2015-10-01,31.89699935913086,32.19200134277344,31.55599975585937,32.099998474121094,31.908632278442383,42506000,GOOGL,0.005686281270528282,0.005670175399349676
2015-10-02,31.90049934387207,32.849998474121094,31.674999237060547,32.8494987487793,32.65365982055664,48788000,GOOGL,0.023348919323546102,0.023080503424339982
2015-10-05,33.08000183105469,33.6515007019043,32.79349899291992,33.58399963378906,33.38378143310547,37960000,GOOGL,0.022359576644592094,0.022113266148808937
2015-10-06,33.467498779296875,33.939998626708984,33.15399932861328,33.582000732421875,33.381797790527344,42774000,GOOGL,-5.951945536519787e-05,-5.9521226718268354e-05
2015-10-07,33.869998931884766,33.9370002746582,32.90549850463867,33.5,33.300289154052734,44354000,GOOGL,-0.0024418060459008295,-0.0024447921162104977
