Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Return,Log Return
2020-07-31,102.88500213623048,106.41500091552734,100.8249969482422,106.26000213623048,103.29206085205078,374336800,AAPL,0.0,0.0
2020-08-03,108.1999969482422,111.6374969482422,107.89250183105467,108.9375,105.89476013183594,308151200,AAPL,0.02519760784812375,0.024885382153636268
2020-08-04,109.13249969482422,110.79000091552734,108.3874969482422,109.66500091552734,106.60197448730467,173071600,AAPL,0.006678149540124689,0.006655949481549645
2020-08-05,109.37750244140624,110.39250183105467,108.89749908447266,110.0625,106.98835754394533,121776800,AAPL,0.0036246667683779155,0.0036181134946353835
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,110.7210922241211,202428800,AAPL,0.03488923418867129,0.034294400882708104
2020-08-07,113.20500183105467,113.6750030517578,110.2925033569336,111.1125030517578,108.20376586914062,198045600,AAPL,-0.024494575411730612,-0.024799558105863165
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,109.7764892578125,212403600,AAPL,0.014534798689732176,0.014430181016039248
2020-08-11,111.97000122070312,112.48249816894533,109.10749816894533,109.375,106.51174926757812,187902400,AAPL,-0.029739867275506704,-0.0301910653715305
2020-08-12,110.49749755859376,113.2750015258789,110.29750061035156,113.01000213623048,110.05158996582033,165598000,AAPL,0.033234305245535944,0.032693984597302515
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376952,115.01000213623048,111.99923706054688,210082000,AAPL,0.017697548554941767,0.017542770403711112
2020-08-14,114.83000183105467,115.0,113.04499816894533,114.90750122070312,111.89940643310548,165565200,AAPL,-0.0008912347937003462,-0.0008916321795560421
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894533,111.60726928710938,119561600,AAPL,-0.00261082217062214,-0.0026142363105950348
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,112.53726959228516,105633600,AAPL,0.00833280410367987,0.008298277958702683
2020-08-19,115.98249816894533,117.1624984741211,115.61000061035156,115.7074966430664,112.67847442626952,145538000,AAPL,0.0012547032390819446,0.0012539167567720579
2020-08-20,115.75,118.39250183105467,115.73249816894533,118.2750015258789,115.17877960205078,126907200,AAPL,0.02218961568871136,0.021947008514207084
2020-08-21,119.2624969482422,124.86750030517578,119.25,124.37000274658205,121.11420440673828,338054800,AAPL,0.05153245522782379,0.05024858133128627
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894533,122.56275939941406,345937600,AAPL,0.011960242739515126,0.011889284263046699
2020-08-25,124.69750213623048,125.18000030517578,123.05249786376952,124.8249969482422,121.55728912353516,211495600,AAPL,-0.00820373228234006,-0.008237568074272974
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,123.21035766601562,163022400,AAPL,0.01359905610039247,0.013507418789544586
