Date,Open,High,Low,Close,Adj Close,Volume,Ticker
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2015-07-23,34.592498779296875,34.80350112915039,33.579498291015625,33.73649978637695,33.535377502441406,76232000,GOOGL
2015-07-24,33.8385009765625,33.88949966430664,32.659000396728516,32.73849868774414,32.54332733154297,82622000,GOOGL
2015-07-27,32.57849884033203,33.35350036621094,32.57749938964844,32.91350173950195,32.717281341552734,58382000,GOOGL
2015-07-28,33.0880012512207,33.20500183105469,32.670501708984375,32.983001708984375,32.78636932373047,34364000,GOOGL
2015-07-29,33.112998962402344,33.166500091552734,32.641998291015625,33.07149887084961,32.87433624267578,36756000,GOOGL
2015-07-30,32.87200164794922,33.40250015258789,32.58449935913086,33.22800064086914,33.0299072265625,39606000,GOOGL
2015-07-31,33.23500061035156,33.25,32.86000061035156,32.875,32.67901611328125,34922000,GOOGL
2015-08-03,32.882999420166016,33.333499908447266,32.882999420166016,33.236000061035156,33.03785705566406,31348000,GOOGL
2015-08-04,33.21699905395508,33.400001525878906,33.0255012512207,33.06399917602539,32.86688995361328,26188000,GOOGL
2015-08-05,33.287498474121094,33.99549865722656,33.27899932861328,33.66450119018555,33.46380615234375,36448000,GOOGL
2015-08-06,33.699501037597656,33.73749923706055,33.0364990234375,33.50749969482422,33.3077392578125,40660000,GOOGL
2015-08-07,33.388999938964844,33.439998626708984,32.94350051879883,33.21950149536133,33.021461486816406,27544000,GOOGL
2015-08-10,33.35449981689453,33.58100128173828,33.01150131225586,33.15700149536133,32.95933532714844,34458000,GOOGL
2015-08-11,34.979000091552734,35.20000076293945,34.215999603271484,34.51499938964844,34.309234619140625,109880000,GOOGL
2015-08-12,34.7244987487793,34.79999923706055,34.0255012512207,34.57350158691406,34.36738967895508,58498000,GOOGL
2015-08-13,34.459999084472656,34.701499938964844,34.10900115966797,34.32550048828125,34.12086486816406,36354000,GOOGL
2015-08-14,34.20199966430664,34.612998962402344,34.14500045776367,34.46849822998047,34.26301193237305,27598000,GOOGL
2015-08-17,34.402000427246094,34.73699951171875,34.15299987792969,34.705501556396484,34.49859619140625,24680000,GOOGL
2015-08-18,34.55350112915039,34.78799819946289,34.26599884033203,34.436500549316406,34.231204986572266,27710000,GOOGL
2015-08-19,34.50550079345703,35.0099983215332,34.34000015258789,34.70199966430664,34.495121002197266,50194000,GOOGL
2015-08-20,34.45500183105469,34.80799865722656,33.763999938964844,33.9739990234375,33.77145767211914,57798000,GOOGL
2015-08-21,33.551998138427734,33.644500732421875,32.154998779296875,32.201499938964844,32.009525299072266,91880000,GOOGL
2015-08-24,30.030000686645508,31.384000778198242,29.654499053955078,30.905500411987305,30.721254348754883,129788000,GOOGL
2015-08-25,32.32350158691406,32.349998474121094,30.583499908447266,30.62350082397461,30.440937042236328,71430000,GOOGL
2015-08-26,32.154998779296875,33.124000549316406,31.51849937438965,32.98699951171875,32.790348052978516,87740000,GOOGL
2015-08-27,33.5994987487793,33.69900131225586,32.55500030517578,33.39799880981445,33.198890686035156,58974000,GOOGL
2015-08-28,33.28799819946289,33.349998474121094,32.6875,32.984500885009766,32.787864685058594,38836000,GOOGL
2015-08-31,32.71699905395508,33.22050094604492,32.317501068115234,32.39099884033203,32.197898864746094,38936000,GOOGL
2015-09-01,31.690500259399414,32.22200012207031,31.253000259399414,31.47800064086914,31.290342330932617,51458000,GOOGL
2015-09-02,31.899999618530273,32.25299835205078,31.531999588012695,32.24549865722656,32.05326461791992,37630000,GOOGL
2015-09-03,32.39649963378906,32.5625,31.690500259399414,31.852500915527344,31.66261100769043,34572000,GOOGL
2015-09-04,31.485000610351562,31.725000381469727,31.325000762939453,31.447999954223633,31.260520935058594,40478000,GOOGL
2015-09-08,32.04999923706055,32.25199890136719,31.645000457763672,32.194000244140625,32.00206756591797,39092000,GOOGL
2015-09-09,32.59400177001953,32.86800003051758,32.04499816894531,32.170501708984375,31.978715896606445,40978000,GOOGL
2015-09-10,32.19499969482422,32.744998931884766,32.084999084472656,32.55400085449219,32.359928131103516,27850000,GOOGL
2015-09-11,32.510501861572266,32.765499114990234,32.37049865722656,32.76499938964844,32.569671630859375,34892000,GOOGL
2015-09-14,32.78150177001953,32.79600143432617,32.474998474121094,32.62350082397461,32.429012298583984,29942000,GOOGL
2015-09-15,32.83549880981445,33.442501068115234,32.66699981689453,33.253501892089844,33.055259704589844,35546000,GOOGL
2015-09-16,33.27750015258789,33.403499603271484,33.11000061035156,33.2760009765625,33.07762145996094,26252000,GOOGL
2015-09-17,33.3745002746582,34.0994987487793,33.25,33.583499908447266,33.3832893371582,47752000,GOOGL
2015-09-18,33.25299835205078,33.492000579833984,33.00149917602539,33.04600143432617,32.84899139404297,72544000,GOOGL
2015-09-21,33.2755012512207,33.45000076293945,32.900001525878906,33.3489990234375,33.150184631347656,39094000,GOOGL
2015-09-22,32.87350082397461,32.941001892089844,32.25149917602539,32.65999984741211,32.46529006958008,54362000,GOOGL
2015-09-23,32.64500045776367,33.013999938964844,32.5364990234375,32.66450119018555,32.46977233886719,29160000,GOOGL
2015-09-24,32.44850158691406,32.8385009765625,32.10850143432617,32.74549865722656,32.55028533935547,38692000,GOOGL
2015-09-25,32.92900085449219,32.92900085449219,31.982999801635742,32.00749969482422,31.816682815551758,48480000,GOOGL
2015-09-28,31.952499389648438,32.14250183105469,30.892000198364258,31.212499618530273,31.02642250061035,47646000,GOOGL
2015-09-29,31.274999618530273,31.733999252319336,30.901500701904297,31.13050079345703,30.944915771484375,42130000,GOOGL
2015-09-30,31.59149932861328,31.965499877929688,31.457500457763672,31.918500900268555,31.72821617126465,52954000,GOOGL
2015-10-01,31.89699935913086,32.19200134277344,31.555999755859375,32.099998474121094,31.908632278442383,42506000,GOOGL
2015-10-02,31.90049934387207,32.849998474121094,31.674999237060547,32.8494987487793,32.65365982055664,48788000,GOOGL
2015-10-05,33.08000183105469,33.6515007019043,32.79349899291992,33.58399963378906,33.38378143310547,37960000,GOOGL
2015-10-06,33.467498779296875,33.939998626708984,33.15399932861328,33.582000732421875,33.381797790527344,42774000,GOOGL
2015-10-07,33.869998931884766,33.9370002746582,32.90549850463867,33.5,33.300289154052734,44354000,GOOGL
2015-10-08,33.47249984741211,33.59450149536133,32.7244987487793,33.349998474121094,33.151180267333984,39308000,GOOGL
2015-10-09,33.3745002746582,33.704498291015625,33.11800003051758,33.5620002746582,33.361915588378906,32124000,GOOGL
2015-10-12,33.45949935913086,33.89899826049805,33.36199951171875,33.82149887084961,33.61986541748047,26684000,GOOGL
2015-10-13,33.7130012512207,34.42300033569336,33.65549850463867,34.15850067138672,33.954864501953125,42446000,GOOGL
2015-10-14,34.186500549316406,34.50199890136719,33.94499969482422,34.02050018310547,33.817684173583984,31292000,GOOGL
2015-10-15,34.26250076293945,34.70800018310547,34.21950149536133,34.6510009765625,34.44442367553711,47156000,GOOGL
2015-10-16,34.77000045776367,34.81100082397461,34.45500183105469,34.76599884033203,34.55873489379883,36316000,GOOGL
2015-10-19,34.70000076293945,35.012001037597656,34.61050033569336,34.997501373291016,34.78886032104492,30172000,GOOGL
2015-10-20,34.894500732421875,34.900001525878906,33.683998107910156,34.0,33.79730224609375,52434000,GOOGL
2015-10-21,34.160499572753906,34.244998931884766,33.53499984741211,33.59000015258789,33.38975524902344,31952000,GOOGL
2015-10-22,33.77199935913086,34.40250015258789,33.584999084472656,34.05699920654297,33.85396194458008,88632000,GOOGL
2015-10-23,37.50299835205078,37.625,35.89699935913086,35.96649932861328,35.7520866394043,126726000,GOOGL
2015-10-26,36.000999450683594,36.747501373291016,36.000999450683594,36.555999755859375,36.33806610107422,48776000,GOOGL
2015-10-27,36.32849884033203,36.79800033569336,36.207000732421875,36.64099884033203,36.42256164550781,38778000,GOOGL
2015-10-28,36.650001525878906,36.868499755859375,36.36349868774414,36.84600067138672,36.626338958740234,39604000,GOOGL
2015-10-29,36.83150100708008,37.339500427246094,36.757999420166016,37.24250030517578,37.020477294921875,36520000,GOOGL
2015-10-30,37.27799987792969,37.31549835205078,36.826499938964844,36.86949920654297,36.64970016479492,39984000,GOOGL
2015-11-02,36.72650146484375,37.409000396728516,36.5724983215332,37.387001037597656,37.16411209106445,39914000,GOOGL
2015-11-03,37.27149963378906,37.584999084472656,37.05799865722656,37.441001892089844,37.21778869628906,36306000,GOOGL
2015-11-04,37.494998931884766,37.994998931884766,37.459999084472656,37.765499114990234,37.54035568237305,41840000,GOOGL
2015-11-05,37.94049835205078,38.317501068115234,37.87350082397461,38.03350067138672,37.806758880615234,45486000,GOOGL
2015-11-06,37.96950149536133,38.1510009765625,37.75149917602539,38.08000183105469,37.85298538208008,33544000,GOOGL
2015-11-09,37.92599868774414,38.165000915527344,37.455501556396484,37.73849868774414,37.513519287109375,35538000,GOOGL
2015-11-10,37.67399978637695,38.029998779296875,37.420501708984375,37.91299819946289,37.686973571777344,29798000,GOOGL
2015-11-11,38.11899948120117,38.45399856567383,37.98749923706055,38.26250076293945,38.03439712524414,41866000,GOOGL
2015-11-12,38.00899887084961,38.290000915527344,37.792999267578125,37.826499938964844,37.60099411010742,35452000,GOOGL
2015-11-13,37.70199966430664,37.76649856567383,36.9734992980957,37.003501892089844,36.782901763916016,48188000,GOOGL
2015-11-16,37.010501861572266,37.58549880981445,36.71649932861328,37.520999908447266,37.29730987548828,50704000,GOOGL
2015-11-17,37.62350082397461,37.747501373291016,37.20249938964844,37.29899978637695,37.07664108276367,38864000,GOOGL
2015-11-18,37.47850036621094,38.05500030517578,37.36949920654297,38.0004997253418,37.773956298828125,36266000,GOOGL
2015-11-19,37.98899841308594,38.1614990234375,37.86149978637695,37.99700164794922,37.770477294921875,28078000,GOOGL
2015-11-20,38.46500015258789,38.965999603271484,38.20500183105469,38.849998474121094,38.61838912963867,55478000,GOOGL
2015-11-23,38.87350082397461,39.14500045776367,38.675498962402344,38.834999084472656,38.60348129272461,34648000,GOOGL
2015-11-24,38.64799880981445,38.79949951171875,37.90549850463867,38.48149871826172,38.25209045410156,47880000,GOOGL
2015-11-25,38.58449935913086,38.650001525878906,38.326499938964844,38.4630012512207,38.23370361328125,23612000,GOOGL
2015-11-27,38.45800018310547,38.70000076293945,38.349998474121094,38.5984992980957,38.3683967590332,14434000,GOOGL
2015-11-30,38.59349822998047,38.75149917602539,38.055999755859375,38.14250183105469,37.91511535644531,33586000,GOOGL
2015-12-01,38.34700012207031,39.25,38.29750061035156,39.18949890136719,38.955867767333984,40398000,GOOGL
2015-12-02,39.26250076293945,39.65250015258789,38.82149887084961,38.89250183105469,38.660640716552734,46876000,GOOGL
2015-12-03,39.02799987792969,39.2239990234375,38.122501373291016,38.40999984741211,38.18101501464844,41950000,GOOGL
2015-12-04,38.48550033569336,39.12099838256836,38.2755012512207,38.96049880981445,38.728233337402344,49800000,GOOGL
2015-12-07,39.00299835205078,39.04999923706055,38.33599853515625,38.64950180053711,38.419090270996094,36626000,GOOGL
2015-12-08,38.224998474121094,38.932498931884766,38.125999450683594,38.75699996948242,38.52594757080078,31082000,GOOGL
2015-12-09,38.55500030517578,38.804500579833984,37.60049819946289,38.127498626708984,37.90019607543945,46550000,GOOGL
2015-12-10,38.179500579833984,38.30350112915039,37.75,38.00199890136719,37.775447845458984,32458000,GOOGL
2015-12-11,37.45000076293945,37.87200164794922,37.432498931884766,37.520999908447266,37.29730987548828,43184000,GOOGL
2015-12-14,37.5629997253418,38.20750045776367,36.8129997253418,38.12699890136719,37.89970397949219,53864000,GOOGL
2015-12-15,38.38949966430664,38.73749923706055,37.900001525878906,38.00450134277344,37.77793502807617,49386000,GOOGL
2015-12-16,38.32849884033203,39.07500076293945,37.852500915527344,38.829498291015625,38.5980110168457,53120000,GOOGL
2015-12-17,39.05799865722656,39.079498291015625,38.46500015258789,38.49150085449219,38.26203536987305,36510000,GOOGL
2015-12-18,38.36149978637695,38.707000732421875,37.829498291015625,37.842498779296875,37.61689758300781,67794000,GOOGL
2015-12-21,38.15250015258789,38.317501068115234,37.70750045776367,38.040000915527344,37.81321716308594,34848000,GOOGL
2015-12-22,38.2135009765625,38.516998291015625,38.060001373291016,38.35649871826172,38.12783432006836,36338000,GOOGL
2015-12-23,38.53450012207031,38.595001220703125,37.88249969482422,38.425498962402344,38.1964225769043,30594000,GOOGL
2015-12-24,38.42599868774414,38.459999084472656,38.21950149536133,38.29199981689453,38.063720703125,10412000,GOOGL
2015-12-28,38.5,39.14099884033203,38.38650131225586,39.11199951171875,38.87882614135742,31156000,GOOGL
2015-12-29,39.3494987487793,39.93450164794922,39.310001373291016,39.698001861572266,39.461334228515625,38430000,GOOGL
2015-12-30,39.698001861572266,39.823001861572266,39.36000061035156,39.51499938964844,39.27942657470703,28566000,GOOGL
2015-12-31,39.39099884033203,39.416500091552734,38.86600112915039,38.9005012512207,38.6685905456543,32752000,GOOGL
2016-01-04,38.11000061035156,38.11000061035156,37.37699890136719,37.97200012207031,37.745628356933594,67382000,GOOGL
2016-01-05,38.20500183105469,38.459999084472656,37.782501220703125,38.076499938964844,37.84950637817383,45216000,GOOGL
2016-01-06,37.51850128173828,38.2864990234375,37.400001525878906,37.96649932861328,37.74015426635742,48206000,GOOGL
2016-01-07,37.324501037597656,37.765499114990234,36.763999938964844,37.04999923706055,36.829124450683594,63132000,GOOGL
2016-01-08,37.38999938964844,37.50600051879883,36.44599914550781,36.545501708984375,36.327632904052734,47506000,GOOGL
2016-01-11,36.59749984741211,36.75400161743164,35.97800064086914,36.653499603271484,36.43498992919922,50896000,GOOGL
2016-01-12,37.037498474121094,37.41699981689453,36.82149887084961,37.266998291015625,37.04482650756836,46816000,GOOGL
2016-01-13,37.46699905395508,37.650001525878906,35.8390007019043,35.97850036621094,35.76401138305664,51728000,GOOGL
